query_id,bought,net_weight_oz_z,nutrition_score_z,price_relpos_z,dim_length_z,dim_width_z,dim_height_z,title_desc_tokens,title_desc_len,category_Baby,category_Bakery,category_Beverages,category_Dairy,category_Frozen,category_Household,category_Meat,category_Pantry,category_Personal Care,category_Produce,category_Seafood,category_Snacks,storage_type_Ambient,storage_type_Frozen,storage_type_Refrigerated,brand_Blue Cart,brand_Cedar House,brand_Corner Market,brand_Daily Table,brand_FreshField,brand_Golden Acre,brand_Green Fork,brand_Harvest Lane,brand_Market Pantry Co.,brand_North Star Foods,brand_Oak & Grain,brand_Purely Good,brand_Riverbend,brand_Sunny Basket,brand_Valley Select,allergens_Fish,allergens_Milk,allergens_None,allergens_Peanuts,allergens_Shellfish,allergens_Soy,allergens_Tree nuts,allergens_Wheat,country_of_origin_Canada,country_of_origin_Chile,country_of_origin_Italy,country_of_origin_Mexico,country_of_origin_New Zealand,country_of_origin_Peru,country_of_origin_Spain,country_of_origin_Thailand,country_of_origin_United States,country_of_origin_Vietnam,ingredient_Baby-safe ingredients,ingredient_Cream,ingredient_Cultures,ingredient_Filtered water,ingredient_Grains,ingredient_Household materials,ingredient_Meat,ingredient_Milk,ingredient_Natural flavors,ingredient_Oil,ingredient_Personal care formula,ingredient_Prepared ingredients,ingredient_Salt,ingredient_Seafood,ingredient_Seasoning,ingredient_Spices,ingredient_Sugar,ingredient_Water,ingredient_Wheat flour,ingredient_Whole produce,ingredient_Yeast
q_000350,0,-0.5414416709939498,1.3640957683034967,-0.597461972496706,-0.7485873645145678,-0.9117047596445399,0.2785053223880874,100 101 186 109 252 16 3 145 67 186 109 252 4 6 16 3 8 2 5 9 10 11 12 49 7 13 2 15 14 177 178 25 179 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000350,0,-0.416364535108168,1.1362590876464502,0.9924241004216245,-0.7792622978945125,-0.6486062109899982,-0.49437292819218864,81 161 244 245 26 18 127 20 161 244 245 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 15 14 6 167 168 29 24 63 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000350,0,-0.5543924371074639,1.6299052290700506,0.7253889718952902,-0.7792622978945125,-0.4644372269318192,-0.8624101903732726,94 95 112 287 16 3 145 67 112 287 4 6 16 3 8 2 5 9 10 11 12 49 7 13 2 15 14 177 178 25 179 40 0 0 0 0 0 0 0 0 0 0 0 0 0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000352,0,-0.548257863685273,-0.6104887973909048,-0.6329343633397104,-0.7792622978945125,-0.4644372269318192,-0.9360176428094894,42 30 80 113 114 232 233 16 3 145 67 113 114 232 233 4 6 16 3 8 2 5 9 10 11 12 30 7 13 2 15 14 177 178 25 179 40 0 0 0 0 0 0 0 0,37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000352,0,-0.5833612560455878,-0.5725160172813971,-0.014004429221205953,-1.1780364318337944,-0.4907470817972733,0.2785053223880874,88 89 125 35 248 185 16 3 153 20 125 35 248 185 4 6 16 3 8 2 5 9 10 11 12 30 7 13 2 15 14 31 39 17 123 124 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000352,0,0.07474214830167236,0.11099402468974187,-1.4239434719664985,-0.1657636302956171,1.1667737747263391,2.192299085729724,96 113 114 224 225 27 3 146 20 113 114 224 225 4 6 27 3 8 2 5 9 10 11 12 30 7 13 2 15 14 140 2 31 141 142 0 0 0 0 0 0 0 0 0 0,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000352,0,0.18652770843937364,-0.6484615775004126,-0.12779872204120024,0.9998838381422844,0.2722387093008975,2.2659065381659405,88 89 68 248 185 27 3 45 17 68 248 185 4 6 27 3 8 2 5 9 10 11 12 30 7 13 2 15 14 58 32 24 147 59 60 4 61 62 0 0 0 0 0 0 0,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000353,0,-0.32196026633334096,-0.5725160172813971,-1.1872225958819282,-0.10441376353572751,0.009140160646355882,-0.3471580233197553,94 95 218 349 350 229 180 3 26 50 218 349 350 229 4 6 180 3 8 2 5 9 10 11 12 75 7 13 2 15 14 170 171 4 39 17 0 0 0 0 0 0 0 0 0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000353,0,-0.5543924371074639,0.1869395849087573,-1.5603685247094181,-0.8712870980343468,-1.069563888837265,-0.08953193979299649,42 30 80 44 227 378 379 16 3 45 17 44 227 378 379 4 6 16 3 8 2 5 9 10 11 12 75 7 13 2 15 14 58 32 24 147 59 60 4 61 62 0 0 0 0,41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000353,1,-0.5182666158434507,0.1489668047992496,-1.256323693812945,-1.2087113652137393,-0.5433667915281817,-0.38396174953786355,94 95 206 282 283 66 23 26 50 206 282 283 4 6 66 23 8 2 5 9 10 11 12 75 7 13 2 15 14 36 57 25 41 2 158 159 0 0 0 0 0 0 0 0 0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000353,0,-0.2572064357657701,-0.2307609962958276,0.4804172341866074,-1.0553366983140153,-0.7538456304518149,1.1985984778407974,69 82 218 378 379 180 3 57 36 218 378 379 4 6 180 3 8 2 5 9 10 11 12 75 7 13 2 15 14 6 115 50 116 29 117 0 0 0 0 0 0 0 0 0 0,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000353,0,-0.6017649763121605,0.4147762655658036,-1.5143011260887402,-0.7179124311346229,-0.6486062109899982,-0.8256064641551644,88 89 195 318 319 16 3 57 36 195 318 319 4 6 16 3 8 2 5 9 10 11 12 75 7 13 2 15 14 137 138 139 17 0 0 0 0 0 0 0 0 0 0 0 0,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000353,0,-0.38671409690091196,0.1869395849087573,0.1763724032901342,-1.0860116316939603,0.3248584190318056,-0.42076547575597184,104 105 195 214 353 229 34 23 45 17 195 214 353 229 4 6 34 23 8 2 5 9 10 11 12 75 7 13 2 15 14 140 2 31 141 142 0 0 0 0 0 0 0 0 0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000354,0,-0.5854061138529847,0.7185585064418654,-1.5832484218939964,-0.5031878974750096,-0.780155485317269,-0.8624101903732726,94 95 301 302 366 273 16 3 301 302 366 273 4 6 16 3 8 2 5 9 10 11 12 118 7 13 2 21 14 135 53 54 32 33 136 0 0 0 0 0 0 0 0 0 0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,-0.5717737284703381,0.6426129462228499,0.6154316978944836,-0.6565625643747335,0.14068943497362668,-0.7888027379370559,100 101 277 278 356 357 16 3 145 67 277 278 356 357 4 6 16 3 8 2 5 9 10 11 12 118 7 13 2 21 14 72 176 25 33 41 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,-0.7063935341239724,0.7945040666608808,1.9995354781456485,-1.116686565073905,-0.8064653401827232,-0.42076547575597184,96 301 302 395 313 34 3 31 17 301 302 395 313 4 6 34 3 8 2 5 9 10 11 12 118 7 13 2 21 14 17 130 131 20 132 133 31 0 0 0 0 0 0 0 0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,-0.7077567726622371,0.6805857263323577,0.5005122143083066,-0.9019620314142915,-0.3065780977390941,0.315309048606196,97 98 103 29 266 273 313 34 3 31 17 103 29 266 273 313 4 6 34 3 8 2 5 9 10 11 12 118 7 13 2 21 14 55 56 29 24 5 63 0 0 0 0 0 0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,0.08121753135842938,0.8324768467703885,1.3640983336103154,-0.8406121646544021,0.4827175482245305,2.5603363479108077,107 108 103 29 266 356 357 43 18 127 20 103 29 266 356 357 4 6 43 18 8 2 5 9 10 11 12 118 7 13 2 21 14 31 39 17 123 124 0 0 0 0 0 0 0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,-0.6031282148504251,1.174231867755958,0.29264314840978023,-1.0553366983140153,-0.7538456304518149,-0.6415878330646224,90 91 92 277 278 356 357 16 3 145 67 277 278 356 357 4 6 16 3 8 2 5 9 10 11 12 118 7 13 2 21 14 137 138 139 17 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,0.1296124994668244,1.0223407473179271,-1.2655298496263299,0.04896090336399635,1.1404639198608846,-0.01592448735677965,96 301 302 273 313 43 18 45 17 301 302 273 313 4 6 43 18 8 2 5 9 10 11 12 118 7 13 2 21 14 65 38 25 154 40 0 0 0 0 0 0 0 0 0 0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000354,0,-0.5813163982381907,0.5286946058943268,0.6712014472818929,-0.6872374977546782,-0.938014614509994,-0.01592448735677965,86 87 277 278 391 392 16 3 57 36 277 278 391 392 4 6 16 3 8 2 5 9 10 11 12 118 7 13 2 21 14 72 176 25 33 41 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
q_000355,0,-0.2203989952326245,-0.6484615775004126,0.07984740418944411,-0.5338628308549545,0.16699928983908074,-0.3103542971016467,81 78 134 332 209 164 23 149 150 78 134 332 209 4 6 164 23 8 2 5 9 10 11 12 74 7 13 2 15 14 128 53 54 32 24 33 129 0 0 0 0 0 0 0 0,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
q_000355,0,-0.2687939633410196,-0.4585976769528739,-0.061233473355982684,-0.7485873645145678,-0.4907470817972733,1.088187299186472,51 102 210 332 209 164 23 120 121 210 332 209 4 6 164 23 8 2 5 9 10 11 12 74 7 13 2 15 14 65 38 25 154 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
q_000355,0,-0.774555461037205,-0.2307609962958276,0.09552305725004717,-0.7792622978945125,0.11437958010817238,-0.4575692019740804,69 82 210 332 209 66 3 172 173 210 332 209 4 6 66 3 8 2 5 9 10 11 12 74 7 13 2 15 14 177 178 25 179 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
q_000356,0,-0.49032022580902535,-0.724407137719428,-0.9510814431689304,-0.5952126976148439,-0.28026824287364005,-1.1936437263362483,42 30 80 68 224 225 84 3 120 121 68 224 225 4 6 84 3 8 2 5 9 10 11 12 30 7 13 2 15 14 58 32 24 147 59 60 4 61 62 0 0 0 0 0 0,39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000356,0,-0.43988039989323324,0.5666673860038345,1.4384417299785508,-0.9326369647942364,0.4300978384936224,0.13129041751565404,81 110 249 250 84 3 120 121 110 249 250 4 6 84 3 8 2 5 9 10 11 12 30 7 13 2 15 14 65 38 25 154 40 0 0 0 0 0 0 0 0 0 0 0 0,33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000356,0,0.1480162197333974,0.1869395849087573,-1.1608682742161394,0.2636854370236098,0.5353372579554391,1.456224561367556,79 42 45 126 232 233 27 3 149 150 45 126 232 233 4 6 27 3 8 2 5 9 10 11 12 30 7 13 2 15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0,31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000356,1,-0.4777102693300773,0.07302124458023415,-0.44452299746957136,-0.319138297195341,-0.3855076623354565,-0.23674684466542986,79 42 113 114 228 71 181 28 3 165 166 113 114 228 71 181 4 6 28 3 8 2 5 9 10 11 12 30 7 13 2 15 14 170 171 4 39 17 0 0 0 0 0 0 0,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000356,0,-0.41261562912794025,-0.15481543607681217,-0.9689900750875944,-1.0553366983140153,-0.4381273720663649,-0.05272821357488791,69 82 45 126 220 221 28 3 153 20 45 126 220 221 4 6 28 3 8 2 5 9 10 11 12 30 7 13 2 15 14 17 130 131 20 132 133 31 0 0 0 0 0 0 0,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
q_000357,0,0.40941720944564397,-1.939536101223675,1.6939028319979688,2.6563302406593015,-0.06978940395000678,-0.23674684466542986,79 42 223 196 367 251 66 23 57 36 223 196 367 251 4 6 66 23 8 2 5 9 10 11 12 106 7 13 2 15 14 6 115 50 116 29 117 0 0 0 0 0 0 0 0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000357,0,-0.6402764650181368,-1.939536101223675,-0.697546883381076,1.1839334384219529,-0.20133867827727758,-0.38396174953786355,93 71 239 240 369 259 26 23 149 150 239 240 369 259 4 6 26 23 8 2 5 9 10 11 12 106 7 13 2 15 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000357,0,-0.6423213228255338,-1.939536101223675,0.467390347492502,1.1839334384219529,0.7458160968790721,-0.899213916591381,42 30 80 241 345 219 26 23 31 17 241 345 219 4 6 26 23 8 2 5 9 10 11 12 106 7 13 2 15 14 55 56 29 24 5 63 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000357,0,-0.6286889374428873,-1.939536101223675,0.14453631493611035,0.8158342378626156,1.1141540649954305,-0.6415878330646224,107 108 274 275 367 251 26 23 127 20 274 275 367 251 4 6 26 23 8 2 5 9 10 11 12 106 7 13 2 15 14 6 167 168 29 24 63 0 0 0 0 0 0 0 0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000357,0,1.47819622344513,-1.939536101223675,1.6040362456162929,3.3005038416381423,-1.0432540339718106,-1.1568400001181398,93 71 239 240 347 348 16 23 31 17 239 240 347 348 4 6 16 23 8 2 5 9 10 11 12 106 7 13 2 15 14 17 130 131 20 132 133 31 0 0 0 0 0 0 0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000357,0,-0.6487967058822909,-1.939536101223675,0.788580184004788,0.018285969984051412,-0.8327751950481773,0.38891650104241254,51 102 241 259 381 26 23 160 36 241 259 381 4 6 26 23 8 2 5 9 10 11 12 106 7 13 2 15 14 58 32 24 148 59 60 4 61 62 0 0 0 0 0 0 0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000358,0,1.3538007068284805,0.1489668047992496,-1.1885651678583042,1.0612337049021736,-1.069563888837265,-1.2304474525543565,96 183 35 284 188 111 19 3 55 56 183 35 284 188 4 6 111 19 3 8 2 5 9 10 11 12 52 7 13 2 22 14 6 167 168 29 24 63 0 0 0 0 0 0 0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q_000358,0,-0.5714329188357721,-0.11684265596730445,-1.0916613767956507,0.23301050364366485,-1.3063525826263525,-0.8256064641551644,69 82 183 35 280 188 16 19 3 127 20 183 35 280 188 4 6 16 19 3 8 2 5 9 10 11 12 52 7 13 2 22 14 17 130 131 20 132 133 31 0 0 0 0 0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q_000358,0,3.5417985607432443,0.7565312865513731,0.0007086315469902096,1.7974321060208482,-0.6486062109899982,-0.715195285500839,107 108 183 35 261 262 16 23 183 35 261 262 4 6 16 23 8 2 5 9 10 11 12 52 7 13 2 22 14 135 53 54 32 33 136 0 0 0 0 0 0 0 0 0 0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q_000358,0,4.0039364252149605,0.9084224069894039,-1.6055451172794197,2.0428315730604063,-0.7275357755863608,-0.8256064641551644,96 183 35 296 297 298 16 23 145 67 183 35 296 297 298 4 6 16 23 8 2 5 9 10 11 12 52 7 13 2 22 14 6 115 50 116 29 117 0 0 0 0 0 0 0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q_000358,0,0.153809983521022,-0.8762982581574589,0.9638735851394266,1.3373081053216767,-1.0169441791063565,-0.5311766544102973,42 30 80 182 35 307 197 27 19 3 145 67 182 35 307 197 4 6 27 19 3 8 2 5 9 10 11 12 52 7 13 2 22 14 6 115 50 116 29 117 0 0 0 0 0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q_000359,0,0.5641447835386818,1.288150208084481,-1.0940077495820015,-0.4111630973351752,1.6403511623045137,-0.16313939222921334,100 101 112 244 245 46 18 149 150 112 244 245 4 6 46 18 8 2 5 9 10 11 12 49 7 13 2 22 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000359,1,0.5365392031388228,1.553959668851035,0.8387290198218889,1.6747323725010692,0.6668865322827099,2.118691633293507,51 102 112 293 294 46 18 160 36 112 293 294 4 6 46 18 8 2 5 9 10 11 12 49 7 13 2 22 14 170 171 4 39 17 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000359,0,-0.4494230696610858,1.3261229881939889,-1.5171753790935902,-0.9326369647942364,0.4037879836281683,0.02087923886132861,69 82 193 230 26 18 39 67 193 230 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 22 14 155 38 25 156 40 0 0 0 0 0 0 0 0 0 0 0 0 0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000359,0,-0.4228399181649251,1.0982863075369425,-1.2608334496779163,-0.38048816395523055,0.29854856416635156,0.4257202272605211,42 30 80 186 276 26 18 45 17 186 276 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 22 14 58 32 24 147 59 60 4 61 62 0 0 0 0 0 0 0 0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000359,0,0.11189039846938409,1.705850789289066,0.07377215108940177,0.6011097042030021,1.4824920331117888,1.9714767284210737,90 91 92 193 244 245 43 18 172 173 193 244 245 4 6 43 18 8 2 5 9 10 11 12 49 7 13 2 22 14 177 178 25 179 40 0 0 0 0 0 0 0 0 0 0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
