query_id,bought_rate,n_rows,strata,split
q_000776,0.0,5,0%,train
q_000777,0.0,2,0%,train
q_000778,0.5714285714285714,7,34-100%,train
q_000779,0.0,7,0%,train
q_000780,0.2,5,1-33%,test
q_000781,0.0,2,0%,train
q_000782,0.2,5,1-33%,train
q_000783,0.25,4,1-33%,train
q_000784,0.16666666666666666,6,1-33%,valid
q_000785,0.0,2,0%,train
q_000786,0.2,5,1-33%,train
q_000787,0.25,4,1-33%,test
q_000788,0.14285714285714285,7,1-33%,train
q_000789,0.14285714285714285,7,1-33%,train
q_000790,0.0,2,0%,train
q_000791,0.0,3,0%,train
q_000792,0.14285714285714285,7,1-33%,train
q_000793,0.0,6,0%,valid
q_000794,0.16666666666666666,6,1-33%,train
q_000795,0.0,6,0%,train
q_000796,0.14285714285714285,7,1-33%,valid
q_000797,0.25,8,1-33%,valid
q_000798,0.0,3,0%,train
q_000799,0.0,5,0%,train
q_000800,0.2,5,1-33%,train
q_000801,0.375,8,34-100%,train
q_000802,0.14285714285714285,7,1-33%,test
q_000803,0.0,6,0%,train
q_000804,0.0,4,0%,train
q_000805,0.0,3,0%,train
q_000806,0.3333333333333333,3,34-100%,train
q_000807,0.14285714285714285,7,1-33%,train
q_000808,0.0,2,0%,train
q_000809,0.16666666666666666,6,1-33%,train
q_000810,0.16666666666666666,6,1-33%,train
q_000811,0.0,3,0%,train
q_000812,0.0,4,0%,train
q_000813,0.2,5,1-33%,valid
q_000814,0.25,8,1-33%,train
q_000815,0.2,5,1-33%,train
q_000816,0.16666666666666666,6,1-33%,test
q_000817,0.14285714285714285,7,1-33%,train
q_000818,0.0,2,0%,train
q_000819,0.0,4,0%,valid
q_000820,0.0,8,0%,train
q_000821,0.0,3,0%,train
q_000822,0.0,8,0%,test
q_000823,1.0,2,34-100%,train
q_000824,0.0,3,0%,train
q_000825,0.0,3,0%,train
q_000826,0.0,3,0%,train
q_000827,0.0,4,0%,train
q_000828,0.0,2,0%,train
q_000829,0.6666666666666666,3,34-100%,valid
q_000830,0.0,4,0%,train
q_000831,0.125,8,1-33%,test
q_000832,0.4,5,34-100%,train
q_000833,0.0,8,0%,train
q_000834,0.3333333333333333,3,34-100%,train
q_000835,0.125,8,1-33%,train
q_000836,0.2,5,1-33%,train
q_000837,0.0,5,0%,train
q_000838,0.16666666666666666,6,1-33%,train
q_000839,0.0,2,0%,train
q_000840,0.0,4,0%,train
q_000841,0.5,2,34-100%,train
q_000842,0.0,2,0%,valid
q_000843,0.0,3,0%,train
q_000844,0.0,4,0%,test
q_000845,0.0,3,0%,test
q_000846,0.0,8,0%,train
q_000847,0.0,3,0%,train
q_000848,0.0,3,0%,train
q_000849,0.0,2,0%,valid
q_000850,0.0,5,0%,valid
q_000851,0.0,2,0%,valid
q_000852,0.0,6,0%,train
q_000853,0.25,4,1-33%,train
q_000854,0.0,8,0%,valid
q_000855,0.16666666666666666,6,1-33%,train
q_000856,0.6666666666666666,3,34-100%,valid
q_000857,0.0,2,0%,train
q_000858,0.3333333333333333,3,34-100%,train
q_000859,0.25,4,1-33%,train
q_000860,0.0,5,0%,train
q_000861,0.0,6,0%,test
q_000862,0.2857142857142857,7,1-33%,train
q_000863,0.2,5,1-33%,train
q_000864,0.0,2,0%,train
q_000865,0.16666666666666666,6,1-33%,train
q_000866,0.0,3,0%,train
q_000867,0.0,4,0%,train
q_000868,0.5,8,34-100%,train
q_000869,0.2,5,1-33%,train
q_000870,0.0,5,0%,train
q_000871,0.0,3,0%,valid
q_000872,0.0,5,0%,valid
q_000873,0.42857142857142855,7,34-100%,train
q_000874,0.0,4,0%,train
q_000875,0.6666666666666666,3,34-100%,train
q_000876,0.25,8,1-33%,train
q_000877,0.2,5,1-33%,train
q_000878,0.14285714285714285,7,1-33%,train
q_000879,0.3333333333333333,6,34-100%,train
q_000880,0.5,2,34-100%,train
q_000881,0.5,2,34-100%,train
q_000882,0.16666666666666666,6,1-33%,train
q_000883,0.0,2,0%,valid
q_000884,0.16666666666666666,6,1-33%,train
q_000885,0.0,3,0%,train
q_000886,0.0,2,0%,test
q_000887,0.0,2,0%,train
q_000888,0.0,2,0%,train
q_000889,0.0,5,0%,train
q_000890,0.5,4,34-100%,train
q_000891,0.0,3,0%,train
q_000892,0.16666666666666666,6,1-33%,train
q_000893,0.0,8,0%,train
q_000894,0.25,4,1-33%,test
q_000895,0.0,3,0%,train
q_000896,0.5,2,34-100%,valid
q_000897,0.0,3,0%,train
q_000898,0.0,7,0%,valid
q_000899,0.25,8,1-33%,train
q_000900,0.0,3,0%,train
q_000901,0.0,3,0%,train
q_000902,0.0,4,0%,train
q_000903,0.0,7,0%,test
q_000904,0.0,8,0%,test
q_000905,0.0,4,0%,train
q_000906,0.0,5,0%,train
q_000907,0.5,2,34-100%,train
q_000908,0.125,8,1-33%,valid
q_000909,0.0,3,0%,test
q_000910,0.0,3,0%,train
q_000911,0.16666666666666666,6,1-33%,valid
q_000912,0.0,2,0%,train
q_000913,0.3333333333333333,3,34-100%,train
q_000914,0.0,2,0%,train
q_000915,0.5,2,34-100%,train
q_000916,0.0,2,0%,valid
q_000917,0.2,5,1-33%,train
q_000918,0.2,5,1-33%,valid
q_000919,0.0,7,0%,train
q_000920,0.0,2,0%,valid
q_000921,0.0,6,0%,train
q_000922,0.14285714285714285,7,1-33%,valid
q_000923,0.0,6,0%,train
q_000924,0.5,4,34-100%,test
q_000925,0.0,7,0%,train
q_000926,0.3333333333333333,3,34-100%,train
q_000927,0.14285714285714285,7,1-33%,train
q_000928,0.0,6,0%,test
q_000929,0.3333333333333333,3,34-100%,valid
q_000930,0.14285714285714285,7,1-33%,valid
q_000931,0.16666666666666666,6,1-33%,test
q_000932,0.2857142857142857,7,1-33%,train
q_000933,0.16666666666666666,6,1-33%,train
q_000934,0.125,8,1-33%,train
q_000935,0.0,6,0%,train
q_000936,0.0,2,0%,train
q_000937,0.16666666666666666,6,1-33%,valid
q_000938,0.375,8,34-100%,train
q_000939,0.0,8,0%,valid
q_000940,0.0,2,0%,train
q_000941,0.25,4,1-33%,test
q_000942,0.0,2,0%,train
q_000943,0.2,5,1-33%,train
q_000944,0.0,4,0%,test
q_000945,0.375,8,34-100%,train
q_000946,0.0,4,0%,valid
q_000947,0.0,3,0%,test
q_000948,0.2857142857142857,7,1-33%,train
q_000949,0.0,8,0%,train
q_000950,0.0,2,0%,train
q_000951,0.0,6,0%,train
q_000952,0.4,5,34-100%,train
q_000953,0.16666666666666666,6,1-33%,train
q_000954,0.3333333333333333,3,34-100%,train
q_000955,0.0,5,0%,train
q_000956,0.0,5,0%,train
q_000957,0.0,2,0%,train
q_000958,0.0,4,0%,train
q_000959,0.14285714285714285,7,1-33%,train
q_000960,0.0,2,0%,train
q_000961,0.2,5,1-33%,test
q_000962,0.2,5,1-33%,train
q_000963,0.2857142857142857,7,1-33%,train
q_000964,0.0,3,0%,train
q_000965,0.5,2,34-100%,train
q_000966,0.25,4,1-33%,valid
q_000967,0.0,2,0%,test
q_000968,0.0,7,0%,train
q_000969,0.0,5,0%,train
q_000970,0.3333333333333333,6,34-100%,train
q_000971,0.0,4,0%,train
q_000972,0.0,5,0%,test
q_000973,0.0,2,0%,train
q_000974,0.0,2,0%,train
q_000975,0.16666666666666666,6,1-33%,train
q_000976,0.5,4,34-100%,train
q_000977,0.42857142857142855,7,34-100%,train
q_000978,0.0,2,0%,train
q_000979,0.6,5,34-100%,valid
q_000980,0.0,4,0%,train
q_000981,0.0,2,0%,train
q_000982,0.0,3,0%,train
q_000983,0.0,6,0%,train
q_000984,0.125,8,1-33%,train
q_000985,0.16666666666666666,6,1-33%,train
q_000986,0.25,4,1-33%,test
q_000987,0.0,4,0%,train
q_000988,0.25,8,1-33%,train
q_000989,0.5,2,34-100%,train
q_000990,0.0,2,0%,train
q_000991,0.6,5,34-100%,test
q_000992,0.5,2,34-100%,test
q_000993,0.25,4,1-33%,test
q_000994,0.0,7,0%,train
q_000995,0.3333333333333333,6,34-100%,train
q_000996,0.0,8,0%,train
q_000997,0.4,5,34-100%,train
q_000998,0.0,3,0%,train
q_000999,0.0,7,0%,train
q_001000,0.0,3,0%,train
q_001001,1.0,3,34-100%,train
q_001002,0.0,7,0%,train
q_001003,0.0,4,0%,test
q_001004,0.16666666666666666,6,1-33%,train
q_001005,0.2857142857142857,7,1-33%,test
q_001006,0.5,2,34-100%,train
q_001007,0.2,5,1-33%,train
q_001008,0.125,8,1-33%,train
q_001009,0.125,8,1-33%,train
q_001010,0.0,3,0%,train
q_001011,0.0,2,0%,train
q_001012,0.0,8,0%,train
q_001013,0.5,2,34-100%,valid
q_001014,0.25,8,1-33%,train
q_001015,0.25,8,1-33%,test
q_001016,0.0,3,0%,train
q_001017,0.0,3,0%,train
q_001018,0.2,5,1-33%,test
q_001019,0.0,8,0%,valid
q_001020,0.0,4,0%,train
q_001021,0.125,8,1-33%,train
q_001022,0.16666666666666666,6,1-33%,valid
q_001023,0.0,5,0%,train
q_001024,0.16666666666666666,6,1-33%,train
q_001025,0.0,2,0%,train
q_001026,0.0,2,0%,valid
q_001027,0.4,5,34-100%,train
q_001028,0.3333333333333333,3,34-100%,train
q_001029,0.0,5,0%,train
q_001030,0.14285714285714285,7,1-33%,valid
q_001031,0.0,2,0%,train
q_001032,0.0,3,0%,test
q_001033,0.2,5,1-33%,valid
q_001034,0.375,8,34-100%,train
q_001035,0.0,4,0%,train
q_001036,0.0,3,0%,test
q_001037,0.0,4,0%,valid
q_001038,0.0,2,0%,train
q_001039,0.16666666666666666,6,1-33%,train
q_001040,0.25,4,1-33%,train
q_001041,0.125,8,1-33%,test
q_001042,0.3333333333333333,6,34-100%,valid
q_001043,0.16666666666666666,6,1-33%,valid
q_001044,0.0,3,0%,train
q_001045,0.0,5,0%,train
q_001046,0.5,2,34-100%,train
q_001047,0.14285714285714285,7,1-33%,train
q_001048,0.0,5,0%,train
q_001049,0.0,4,0%,valid
q_001050,0.3333333333333333,6,34-100%,train
q_001051,0.0,5,0%,valid
q_001052,0.25,8,1-33%,test
q_001053,0.0,3,0%,valid
q_001054,0.2857142857142857,7,1-33%,train
q_001055,0.2857142857142857,7,1-33%,train
q_001056,0.0,7,0%,valid
q_001057,0.5,4,34-100%,test
q_001058,0.2,5,1-33%,train
q_001059,0.2857142857142857,7,1-33%,train
q_001060,0.14285714285714285,7,1-33%,train
q_001061,0.0,8,0%,test
q_001062,0.0,7,0%,train
q_001063,0.0,2,0%,train
q_001064,0.0,2,0%,train
q_001065,0.0,3,0%,train
q_001066,0.0,2,0%,train
q_001067,0.0,2,0%,valid
q_001068,0.0,5,0%,train
q_001069,0.0,2,0%,valid
q_001070,0.14285714285714285,7,1-33%,train
q_001071,0.14285714285714285,7,1-33%,train
q_001072,0.0,7,0%,valid
q_001073,0.0,3,0%,train
q_001074,0.3333333333333333,3,34-100%,test
q_001075,0.42857142857142855,7,34-100%,valid
q_001076,0.2857142857142857,7,1-33%,train
q_001077,0.0,2,0%,train
q_001078,0.125,8,1-33%,train
q_001079,0.0,3,0%,valid
q_001080,0.2,5,1-33%,train
q_001081,0.0,2,0%,train
q_001082,0.0,3,0%,train
q_001083,0.0,8,0%,train
q_001084,0.14285714285714285,7,1-33%,train
q_001085,0.25,4,1-33%,valid
q_001086,0.375,8,34-100%,test
q_001087,0.3333333333333333,3,34-100%,train
q_001088,0.2,5,1-33%,train
q_001089,0.0,5,0%,train
q_001090,0.0,3,0%,train
q_001091,0.0,6,0%,train
q_001092,1.0,2,34-100%,train
q_001093,0.125,8,1-33%,train
q_001094,0.0,5,0%,train
q_001095,0.0,4,0%,train
q_001096,0.0,7,0%,train
q_001097,0.5,4,34-100%,test
q_001098,0.0,4,0%,train
q_001099,0.4,5,34-100%,train
q_001100,0.14285714285714285,7,1-33%,train
q_001101,0.0,6,0%,train
q_001102,0.0,3,0%,train
q_001103,0.3333333333333333,3,34-100%,valid
q_001104,0.2,5,1-33%,valid
q_001105,0.2857142857142857,7,1-33%,test
q_001106,0.0,3,0%,train
q_001107,0.0,8,0%,train
q_001108,0.14285714285714285,7,1-33%,train
q_001109,0.3333333333333333,3,34-100%,valid
q_001110,0.25,4,1-33%,valid
q_001111,0.0,2,0%,test
q_001112,0.0,3,0%,train
q_001113,0.0,8,0%,train
q_001114,0.0,4,0%,train
q_001115,0.0,8,0%,train
q_001116,0.0,3,0%,train
q_001117,0.3333333333333333,3,34-100%,train
q_001118,0.0,3,0%,train
q_001119,0.5,2,34-100%,train
q_001120,0.2,5,1-33%,train
q_001121,0.16666666666666666,6,1-33%,train
q_001122,0.25,8,1-33%,train
q_001123,0.0,4,0%,train
q_001124,0.0,5,0%,test
q_001125,0.6666666666666666,3,34-100%,train
q_001126,0.25,4,1-33%,train
q_001127,0.0,7,0%,train
q_001128,0.3333333333333333,3,34-100%,train
q_001129,0.2,5,1-33%,train
q_001130,0.0,4,0%,train
q_001131,0.5,4,34-100%,test
q_001132,0.125,8,1-33%,train
q_001133,0.0,5,0%,train
q_001134,0.14285714285714285,7,1-33%,test
q_001135,0.2,5,1-33%,train
q_001136,0.0,2,0%,train
q_001137,0.0,6,0%,train
q_001138,0.0,7,0%,train
q_001139,0.0,3,0%,test
q_001140,0.3333333333333333,3,34-100%,test
q_001141,0.3333333333333333,3,34-100%,train
q_001142,0.6666666666666666,3,34-100%,train
q_001143,0.5,2,34-100%,train
q_001144,0.0,4,0%,valid
q_001145,0.16666666666666666,6,1-33%,train
q_001146,0.0,6,0%,valid
q_001147,0.125,8,1-33%,valid
q_001148,0.0,7,0%,valid
q_001149,0.125,8,1-33%,test
q_001150,0.5,6,34-100%,valid
q_001151,0.0,4,0%,train
q_001152,0.25,4,1-33%,test
q_001153,0.0,8,0%,test
q_001154,0.42857142857142855,7,34-100%,train
q_001155,0.2,5,1-33%,train
q_001156,0.125,8,1-33%,valid
q_001157,0.0,5,0%,train
q_001158,0.0,7,0%,train
q_001159,0.0,3,0%,train
q_001160,0.25,4,1-33%,train
q_001161,0.3333333333333333,6,34-100%,valid
q_001162,0.6,5,34-100%,train
q_001163,0.0,3,0%,train
q_001164,0.14285714285714285,7,1-33%,train
q_001165,0.5,2,34-100%,train
q_001166,0.2,5,1-33%,valid
q_001167,0.16666666666666666,6,1-33%,train
q_001168,0.0,2,0%,train
q_001169,0.0,4,0%,train
q_001170,0.0,5,0%,test
q_001171,0.0,4,0%,train
q_001172,0.0,2,0%,train
q_001173,0.0,8,0%,train
q_001174,0.125,8,1-33%,train
q_001175,0.5,2,34-100%,train
q_001176,0.0,5,0%,valid
q_001177,0.0,8,0%,test
q_001178,0.0,3,0%,train
q_001179,0.14285714285714285,7,1-33%,train
q_001180,0.0,7,0%,train
q_001181,0.0,5,0%,valid
q_001182,0.0,4,0%,train
q_001183,0.14285714285714285,7,1-33%,train
q_001184,0.4,5,34-100%,train
q_001185,0.5,2,34-100%,train
q_001186,0.16666666666666666,6,1-33%,valid
q_001187,0.0,2,0%,train
q_001188,0.0,7,0%,train
q_001189,0.16666666666666666,6,1-33%,train
q_001190,0.125,8,1-33%,train
q_001191,0.16666666666666666,6,1-33%,train
q_001192,0.0,5,0%,train
q_001193,0.25,4,1-33%,train
q_001194,0.0,3,0%,valid
q_001195,0.5,2,34-100%,train
q_001196,0.0,4,0%,train
q_001197,0.0,4,0%,train
q_001198,0.5,4,34-100%,train
q_001199,0.3333333333333333,6,34-100%,train
q_001200,0.0,7,0%,train
q_001201,0.16666666666666666,6,1-33%,train
q_001202,0.14285714285714285,7,1-33%,train
q_001203,0.2,5,1-33%,test
q_001204,0.0,3,0%,train
q_001205,0.3333333333333333,6,34-100%,train
q_001206,0.16666666666666666,6,1-33%,train
q_001207,0.375,8,34-100%,train
q_001208,0.3333333333333333,6,34-100%,train
q_001209,0.125,8,1-33%,valid
q_001210,0.2857142857142857,7,1-33%,train
q_001211,0.0,7,0%,valid
q_001212,0.0,3,0%,train
q_001213,0.0,2,0%,test
q_001214,0.25,8,1-33%,train
q_001215,0.0,6,0%,valid
q_001216,0.0,5,0%,test
q_001217,0.0,2,0%,valid
q_001218,0.2,5,1-33%,train
q_001219,0.0,6,0%,train
q_001220,0.0,3,0%,train
q_001221,0.0,2,0%,valid
q_001222,0.2,5,1-33%,train
q_001223,0.5,2,34-100%,train
q_001224,0.0,3,0%,test
q_001225,0.125,8,1-33%,valid
q_001226,0.0,3,0%,valid
q_001227,0.25,4,1-33%,valid
q_001228,0.0,3,0%,valid
q_001229,0.0,6,0%,train
q_001230,0.0,6,0%,train
q_001231,0.5,2,34-100%,train
q_001232,0.0,3,0%,test
q_001233,0.0,3,0%,train
q_001234,0.3333333333333333,3,34-100%,test
q_001235,0.2,5,1-33%,train
q_001236,0.0,2,0%,train
q_001237,0.0,4,0%,test
q_001238,0.0,7,0%,train
q_001239,0.125,8,1-33%,train
q_001240,0.0,6,0%,train
q_001241,0.0,6,0%,train
q_001242,0.25,8,1-33%,train
q_001243,0.0,3,0%,test
q_001244,0.0,6,0%,test
q_001245,0.3333333333333333,3,34-100%,train
q_001246,0.25,4,1-33%,train
q_001247,0.14285714285714285,7,1-33%,test
q_001248,0.0,7,0%,train
q_001249,0.0,2,0%,train
q_001250,0.0,3,0%,train
q_001251,0.0,6,0%,test
q_001252,0.0,6,0%,train
q_001253,0.0,6,0%,train
q_001254,0.0,4,0%,train
q_001255,0.0,5,0%,train
q_001256,0.3333333333333333,3,34-100%,train
q_001257,0.14285714285714285,7,1-33%,train
q_001258,0.0,5,0%,train
q_001259,0.2,5,1-33%,train
q_001260,0.0,2,0%,train
q_001261,0.14285714285714285,7,1-33%,train
q_001262,0.0,6,0%,train
q_001263,0.0,6,0%,valid
q_001264,0.5,2,34-100%,train
q_001265,0.16666666666666666,6,1-33%,train
q_001266,0.0,6,0%,train
q_001267,0.0,4,0%,train
q_001268,0.0,2,0%,valid
q_001269,0.0,6,0%,train
q_001270,0.0,2,0%,valid
q_001271,0.0,6,0%,train
q_001272,0.0,7,0%,train
q_001273,0.0,6,0%,train
q_001274,0.125,8,1-33%,valid
q_001275,0.3333333333333333,3,34-100%,test
q_001276,0.0,7,0%,train
q_001277,0.2857142857142857,7,1-33%,train
q_001278,0.0,7,0%,valid
q_001279,0.0,3,0%,train
q_001280,0.2,5,1-33%,test
q_001281,0.0,5,0%,test
q_001282,0.0,2,0%,train
q_001283,0.14285714285714285,7,1-33%,train
q_001284,0.0,3,0%,train
q_001285,0.3333333333333333,3,34-100%,train
q_001286,0.0,3,0%,valid
q_001287,0.0,7,0%,train
q_001288,0.0,6,0%,train
q_001289,0.3333333333333333,3,34-100%,train
q_001290,0.2857142857142857,7,1-33%,valid
q_001291,0.0,2,0%,train
q_001292,0.375,8,34-100%,test
q_001293,0.0,6,0%,valid
q_001294,0.0,4,0%,test
q_001295,0.25,4,1-33%,train
q_001296,0.16666666666666666,6,1-33%,train
q_001297,0.0,3,0%,train
q_001298,0.14285714285714285,7,1-33%,train
q_001299,0.5,2,34-100%,train
q_001300,0.0,6,0%,train
q_001301,0.5,6,34-100%,train
q_001302,0.16666666666666666,6,1-33%,train
q_001303,0.25,4,1-33%,valid
q_001304,0.0,5,0%,train
q_001305,0.2,5,1-33%,train
q_001306,0.0,2,0%,train
q_001307,0.0,2,0%,train
q_001308,0.0,2,0%,train
q_001309,0.0,6,0%,valid
q_001310,0.16666666666666666,6,1-33%,valid
q_001311,0.25,8,1-33%,train
q_001312,0.5,2,34-100%,valid
q_001313,0.0,4,0%,valid
q_001314,0.0,3,0%,train
q_001315,0.0,4,0%,test
q_001316,0.125,8,1-33%,train
q_001317,0.4,5,34-100%,valid
q_001318,0.2,5,1-33%,train
q_001319,0.16666666666666666,6,1-33%,test
q_001320,0.5,4,34-100%,test
q_001321,0.2,5,1-33%,train
q_001322,0.0,4,0%,valid
q_001323,0.0,7,0%,train
q_001324,0.0,4,0%,train
q_001325,0.0,5,0%,train
q_001326,0.0,8,0%,train
q_001327,0.0,7,0%,train
q_001328,0.0,8,0%,train
q_001329,0.2857142857142857,7,1-33%,valid
q_001330,0.0,5,0%,valid
q_001331,0.0,5,0%,test
q_001332,0.16666666666666666,6,1-33%,train
q_001333,0.0,2,0%,train
q_001334,0.0,4,0%,train
q_001335,0.0,4,0%,train
q_001336,0.0,3,0%,train
q_001337,0.0,5,0%,train
q_001338,0.0,3,0%,train
q_001339,0.25,4,1-33%,train
q_001340,0.2857142857142857,7,1-33%,train
q_001341,0.0,3,0%,train
q_001342,0.4,5,34-100%,valid
q_001343,0.0,2,0%,train
q_001344,0.2,5,1-33%,train
q_001345,0.0,7,0%,valid
q_001346,0.2,5,1-33%,valid
q_001347,0.0,7,0%,train
q_001348,0.3333333333333333,6,34-100%,test
q_001349,0.0,8,0%,train
q_001350,0.0,3,0%,train
q_001351,0.0,2,0%,train
q_001352,0.0,2,0%,test
q_001353,0.125,8,1-33%,train
q_001354,0.0,5,0%,test
q_001355,0.0,6,0%,test
q_001356,0.4,5,34-100%,train
q_001357,0.0,5,0%,valid
q_001358,0.3333333333333333,6,34-100%,train
q_001359,0.0,4,0%,train
q_001360,0.25,4,1-33%,valid
q_001361,0.0,5,0%,valid
q_001362,0.0,2,0%,train
q_001363,0.0,4,0%,train
q_001364,0.0,5,0%,train
q_001365,0.25,4,1-33%,train
q_001366,0.0,2,0%,test
q_001367,0.0,4,0%,train
q_001368,0.5,4,34-100%,train
q_001369,0.0,7,0%,test
q_001370,0.0,2,0%,train
q_001371,0.3333333333333333,6,34-100%,train
q_001372,0.125,8,1-33%,train
q_001373,0.0,8,0%,train
q_001374,0.125,8,1-33%,train
q_001375,0.14285714285714285,7,1-33%,test
q_001376,0.0,2,0%,test
q_001377,0.25,4,1-33%,train
q_001378,0.0,6,0%,train
q_001379,0.3333333333333333,3,34-100%,test
q_001380,0.0,7,0%,train
q_001381,0.25,8,1-33%,train
q_001382,0.2,5,1-33%,train
q_001383,0.125,8,1-33%,train
q_001384,0.0,4,0%,train
q_001385,0.4,5,34-100%,train
q_001386,0.25,4,1-33%,test
q_001387,0.0,5,0%,test
q_001388,0.2,5,1-33%,train
q_001389,0.0,3,0%,train
q_001390,0.3333333333333333,3,34-100%,train
q_001391,0.25,8,1-33%,valid
q_001392,0.3333333333333333,3,34-100%,valid
q_001393,0.25,8,1-33%,valid
q_001394,0.5,4,34-100%,train
q_001395,0.0,7,0%,valid
q_001396,0.0,2,0%,train
q_001397,0.0,4,0%,train
q_001398,0.25,4,1-33%,train
q_001399,0.2,5,1-33%,train
q_001400,0.3333333333333333,3,34-100%,train
q_001401,0.2857142857142857,7,1-33%,valid
q_001402,0.0,4,0%,test
q_001403,0.5,2,34-100%,train
q_001404,0.0,2,0%,valid
q_001405,0.0,7,0%,train
q_001406,0.125,8,1-33%,valid
q_001407,0.0,2,0%,train
q_001408,0.16666666666666666,6,1-33%,train
q_001409,0.0,3,0%,valid
q_001410,0.5,2,34-100%,train
q_001411,0.0,8,0%,train
q_001412,0.25,8,1-33%,train
q_001413,0.4,5,34-100%,valid
q_001414,0.0,8,0%,train
q_001415,0.0,6,0%,train
q_001416,0.0,4,0%,train
q_001417,0.5,6,34-100%,train
q_001418,0.0,7,0%,train
q_001419,0.0,3,0%,train
q_001420,0.375,8,34-100%,train
q_001421,0.5,4,34-100%,train
q_001422,0.14285714285714285,7,1-33%,train
q_001423,0.0,6,0%,train
q_001424,0.2,5,1-33%,train
q_001425,0.16666666666666666,6,1-33%,test
q_001426,0.0,8,0%,train
q_001427,0.0,5,0%,train
q_001428,0.0,5,0%,train
q_001429,0.2,5,1-33%,train
q_001430,0.3333333333333333,3,34-100%,valid
q_001431,0.14285714285714285,7,1-33%,test
q_001432,0.0,8,0%,train
q_001433,0.125,8,1-33%,train
q_001434,0.0,8,0%,valid
q_001435,0.14285714285714285,7,1-33%,train
q_001436,0.0,7,0%,train
q_001437,0.0,2,0%,train
q_001438,0.5,2,34-100%,train
q_001439,0.14285714285714285,7,1-33%,train
q_001440,0.16666666666666666,6,1-33%,train
q_001441,0.0,4,0%,test
q_001442,0.25,8,1-33%,test
q_001443,0.4,5,34-100%,test
q_001444,0.0,8,0%,train
q_001445,0.5,2,34-100%,train
q_001446,0.25,4,1-33%,train
q_001447,0.0,6,0%,test
q_001448,0.16666666666666666,6,1-33%,train
q_001449,0.0,5,0%,test
q_001450,0.0,8,0%,valid
q_001451,0.0,8,0%,valid
q_001452,0.125,8,1-33%,train
q_001453,0.0,4,0%,valid
q_001454,0.4,5,34-100%,train
q_001455,0.2,5,1-33%,train
q_001456,0.5,2,34-100%,train
q_001457,0.0,8,0%,train
q_001458,0.0,2,0%,test
q_001459,0.25,4,1-33%,train
q_001460,0.0,2,0%,valid
q_001461,0.0,3,0%,test
q_001462,0.0,8,0%,train
q_001463,0.3333333333333333,3,34-100%,train
q_001464,0.0,6,0%,train
q_001465,0.0,2,0%,test
q_001466,0.0,7,0%,train
q_001467,0.14285714285714285,7,1-33%,train
q_001468,0.3333333333333333,6,34-100%,train
q_001469,0.375,8,34-100%,train
q_001470,0.5,2,34-100%,train
q_001471,0.0,5,0%,train
q_001472,0.42857142857142855,7,34-100%,valid
q_001473,0.14285714285714285,7,1-33%,train
q_001474,0.0,8,0%,train
q_001475,0.125,8,1-33%,train
q_001476,0.6,5,34-100%,train
q_001477,0.3333333333333333,3,34-100%,train
q_001478,0.16666666666666666,6,1-33%,train
q_001479,0.0,5,0%,train
q_001480,0.3333333333333333,3,34-100%,train
q_001481,0.14285714285714285,7,1-33%,test
q_001482,0.0,3,0%,train
q_001483,0.5,2,34-100%,train
q_001484,0.16666666666666666,6,1-33%,train
q_001485,0.3333333333333333,6,34-100%,train
q_001486,0.0,3,0%,train
q_001487,0.3333333333333333,3,34-100%,train
q_001488,0.0,4,0%,test
q_001489,0.0,4,0%,train
q_001490,0.2,5,1-33%,test
q_001491,0.125,8,1-33%,train
q_001492,0.5,8,34-100%,train
q_001493,0.2857142857142857,7,1-33%,valid
q_001494,0.25,8,1-33%,train
q_001495,0.3333333333333333,3,34-100%,train
q_001496,0.14285714285714285,7,1-33%,train
q_001497,0.125,8,1-33%,train
q_001498,0.0,8,0%,test
q_001499,0.0,7,0%,train
q_001500,0.3333333333333333,3,34-100%,train
q_001501,0.25,4,1-33%,train
q_001502,0.25,4,1-33%,valid
q_001503,0.125,8,1-33%,train
q_001504,0.0,2,0%,train
q_001505,0.0,3,0%,valid
q_001506,0.0,7,0%,train
q_001507,0.3333333333333333,3,34-100%,train
q_001508,0.0,4,0%,train
q_001509,0.125,8,1-33%,valid
q_001510,0.0,7,0%,test
q_001511,0.5,6,34-100%,train
q_001512,0.0,4,0%,valid
q_001513,0.14285714285714285,7,1-33%,train
q_001514,0.0,2,0%,train
q_001515,0.16666666666666666,6,1-33%,train
q_001516,0.0,8,0%,test
q_001517,0.125,8,1-33%,train
q_001518,0.0,8,0%,train
q_001519,0.25,8,1-33%,train
q_001520,0.16666666666666666,6,1-33%,train
q_001521,0.0,5,0%,train
q_001522,0.0,2,0%,train
q_001523,0.125,8,1-33%,test
q_001524,0.3333333333333333,3,34-100%,train
q_001525,0.0,8,0%,train
q_001526,0.25,8,1-33%,valid
q_001527,0.3333333333333333,3,34-100%,train
q_001528,0.0,3,0%,train
q_001529,0.0,4,0%,train
q_001530,0.16666666666666666,6,1-33%,valid
q_001531,0.25,4,1-33%,valid
q_001532,0.125,8,1-33%,train
q_001533,0.25,4,1-33%,train
q_001534,0.5,2,34-100%,train
q_001535,0.0,8,0%,test
q_001536,0.42857142857142855,7,34-100%,train
q_001537,0.125,8,1-33%,test
q_001538,0.14285714285714285,7,1-33%,train
q_001539,0.0,7,0%,test
q_001540,0.0,5,0%,test
q_001541,0.2,5,1-33%,train
