price,net_weight_oz,nutrition_score,etapa
7.84,34.41,72.0,original
9.58,130.35,56.0,original
6.11,17.02,60.0,original
8.86,14.91,89.0,original
2.11,44.22,96.0,original
8.65,45.24,85.0,original
6.06,46.27,81.0,original
4.15,50.27,82.0,original
18.31,33.83,42.0,original
20.05,50.86,64.0,original
10.7,24.74,75.0,original
5.76,34.4,42.0,original
11.67,31.09,75.0,original
8.62,16.37,94.0,original
7.99,29.46,79.0,original
4.53,11.87,81.0,original
12.75,33.44,36.0,original
11.91,33.95,65.0,original
12.58,30.36,27.0,original
12.26,30.46,71.0,original
1.51,32.84,32.0,original
4.56,15.0,36.0,original
10.84,12.68,52.0,original
5.61,11.71,64.0,original
8.86,14.7,52.0,original
1.51,12.53,73.0,original
2.3,15.28,31.0,original
15.2,7.68,0.0,original
4.05,3.15,0.0,original
10.77,7.84,0.0,original
20.0,14.91,79.0,original
12.15,8.13,87.0,original
22.73,17.07,59.0,original
19.29,11.87,66.0,original
15.61,7.48,61.0,original
22.96,31.72,68.0,original
14.65,30.34,77.0,original
16.46,16.04,80.0,original
2.36,12.55,0.0,original
13.79,8.48,0.0,original
4.12,13.14,0.0,original
10.63,16.34,0.0,original
10.28,33.57,69.0,original
4.1,69.37,34.0,original
9.66,68.35,71.0,original
3.9,31.97,32.0,original
6.15,33.85,43.0,original
1.63,35.04,32.0,original
9.62,136.77,58.0,original
7.25,9.33,0.0,original
14.37,38.08,0.0,original
1.76,11.97,82.0,original
7.95,48.01,90.0,original
1.74,49.43,83.0,original
6.0,48.45,88.0,original
7.9,46.16,54.0,original
6.45,15.68,76.0,original
4.92,44.65,43.0,original
12.22,32.85,44.0,original
8.73,17.04,71.0,original
3.39,23.68,62.0,original
3.31,23.72,63.0,original
2.54,32.79,56.0,original
9.82,35.05,65.0,original
22.5,33.91,63.0,original
19.3,22.22,56.0,original
8.91,51.79,70.0,original
7.05,66.54,64.0,original
2.12,62.02,31.0,original
5.7,35.23,71.0,original
4.89,12.46,32.0,original
2.29,12.08,68.0,original
1.53,70.59,28.0,original
7.09,66.32,60.0,original
19.95,32.62,51.0,original
8.44,14.9,71.0,original
20.48,45.55,66.0,original
7.3,34.12,48.0,original
5.78,13.32,63.0,original
6.5,12.71,43.0,original
8.61,12.14,38.0,original
14.77,31.06,52.0,original
3.67,12.12,28.0,original
8.04,7.57,45.0,original
3.97,5.77,53.0,original
5.32,19.79,57.0,original
3.61,12.03,23.0,original
2.41,8.59,44.0,original
7.83,8.18,54.0,original
5.4,11.94,49.0,original
2.22,21.31,41.0,original
5.45,12.9,57.0,original
3.52,19.82,59.0,original
3.99,11.4,65.0,original
3.74,11.74,41.0,original
2.25,11.66,56.0,original
6.72,18.15,59.0,original
13.33,10.13,0.0,original
13.19,54.74,0.0,original
4.18,15.04,39.0,original
12.2,32.5,64.0,original
14.91,17.18,47.0,original
10.79,15.37,30.0,original
6.96,31.78,64.0,original
10.46,15.19,73.0,original
9.72,64.31,26.0,original
11.64,12.08,22.0,original
10.57,70.0,34.0,original
4.48,16.93,90.0,original
3.96,15.28,98.0,original
6.38,12.83,0.0,original
4.7,7.53,0.0,original
2.62,12.48,0.0,original
13.38,8.08,0.0,original
14.85,2.86,0.0,original
8.88,3.21,0.0,original
5.17,17.59,0.0,original
3.72,12.5,0.0,original
4.3,34.05,80.0,original
7.42,45.23,89.0,original
6.85,45.46,94.0,original
8.12,11.64,93.0,original
8.05,46.96,98.0,original
5.32,12.5,79.0,original
6.58,15.54,98.0,original
3.49,33.14,97.0,original
13.5,14.74,26.0,original
7.5,32.87,48.0,original
5.87,25.84,46.0,original
8.1,16.71,65.0,original
10.79,17.27,23.0,original
10.17,15.19,47.0,original
3.65,11.28,53.0,original
10.04,30.06,57.0,original
1.87,11.95,65.0,original
14.66,16.19,47.0,original
2.4,14.88,57.0,original
10.57,30.4,66.0,original
10.56,17.0,57.0,original
3.64,10.73,65.0,original
6.19,9.36,42.0,original
2.58,25.08,36.0,original
13.8,10.41,51.0,original
11.81,14.73,65.0,original
10.98,29.85,31.0,original
2.68,12.71,0.0,original
2.44,15.96,0.0,original
7.45,16.55,0.0,original
15.81,11.56,0.0,original
10.67,31.51,40.0,original
5.9,15.79,44.0,original
8.41,17.16,58.0,original
6.03,12.07,63.0,original
7.49,29.81,64.0,original
14.14,29.44,38.0,original
4.01,13.94,65.0,original
6.51,21.56,67.0,original
3.35,16.72,58.0,original
5.6,11.18,48.0,original
6.44,18.4,53.0,original
5.37,11.22,63.0,original
5.93,15.05,61.0,original
2.13,22.38,60.0,original
8.68,5.72,30.0,original
4.36,11.48,35.0,original
3.45,15.53,73.0,original
9.12,25.87,61.0,original
8.32,17.0,67.0,original
3.77,24.31,67.0,original
6.54,15.85,54.0,original
7.15,25.22,80.0,original
6.37,23.02,56.0,original
9.64,35.81,79.0,original
8.49,11.65,79.0,original
7.51,15.16,79.0,original
6.61,51.26,96.0,original
8.38,11.28,82.0,original
6.99,35.84,65.0,original
3.48,16.82,54.0,original
8.37,14.98,82.0,original
5.6,34.65,56.0,original
3.82,34.18,55.0,original
3.65,23.4,64.0,original
4.1,130.11,56.0,original
2.86,5.79,52.0,original
2.06,8.06,46.0,original
8.98,5.57,48.0,original
5.96,12.39,46.0,original
8.77,21.06,41.0,original
5.38,21.62,34.0,original
21.97,30.3,87.0,original
10.94,31.44,62.0,original
6.58,8.19,58.0,original
28.71,16.46,71.0,original
23.32,12.44,63.0,original
1.5,30.79,80.0,original
6.1,14.73,85.0,original
6.04,12.24,83.0,original
6.59,32.89,84.0,original
7.69,34.34,87.0,original
1.54,12.3,98.0,original
6.19,138.52,22.0,original
9.31,11.88,26.0,original
2.43,13.47,66.0,original
3.49,141.89,35.0,original
10.91,68.53,65.0,original
4.79,70.09,79.0,original
6.66,12.24,66.0,original
5.41,11.71,35.0,original
5.18,15.66,0.0,original
9.96,2.97,0.0,original
6.82,3.11,0.0,original
13.4,3.12,0.0,original
2.41,2.97,0.0,original
14.61,10.76,0.0,original
14.05,39.22,0.0,original
6.46,37.9,0.0,original
3.92,48.74,0.0,original
15.64,48.95,0.0,original
4.82,14.06,50.0,original
2.74,13.19,59.0,original
5.36,17.82,54.0,original
4.19,11.28,44.0,original
2.91,21.17,45.0,original
7.27,13.45,35.0,original
7.2,12.77,57.0,original
4.37,11.2,60.0,original
5.74,23.74,57.0,original
6.44,17.09,74.0,original
6.89,23.83,78.0,original
8.33,25.24,61.0,original
4.58,16.09,51.0,original
4.29,35.91,80.0,original
7.82,132.77,55.0,original
6.86,143.88,72.0,original
5.02,32.54,49.0,original
7.35,33.69,21.0,original
4.49,35.91,28.0,original
4.08,31.6,62.0,original
5.46,11.67,21.0,original
11.6,144.96,55.0,original
3.84,12.31,65.0,original
9.12,130.38,63.0,original
6.81,32.39,65.0,original
9.85,24.46,57.0,original
7.06,17.17,72.0,original
4.62,24.42,62.0,original
9.55,133.79,49.0,original
3.66,24.6,50.0,original
3.52,32.4,81.0,original
2.32,20.55,56.0,original
7.15,18.79,60.0,original
2.65,13.23,47.0,original
6.38,18.7,50.0,original
4.47,19.75,47.0,original
2.75,21.2,49.0,original
2.45,20.91,42.0,original
3.27,18.25,41.0,original
23.62,9.8,0.0,original
21.18,74.95,0.0,original
18.89,74.99,0.0,original
16.93,35.06,0.0,original
5.66,9.4,0.0,original
13.29,48.46,0.0,original
10.16,10.7,0.0,original
2.83,12.12,36.0,original
9.46,32.9,53.0,original
13.23,16.38,59.0,original
8.16,32.41,37.0,original
8.79,15.7,38.0,original
2.76,15.49,38.0,original
3.45,12.14,48.0,original
6.51,11.42,60.0,original
3.86,6.18,47.0,original
9.31,10.41,59.0,original
6.11,16.4,69.0,original
8.94,61.97,85.0,original
7.14,12.75,63.0,original
8.36,30.79,28.0,original
10.38,33.1,38.0,original
2.05,151.04,38.0,original
7.41,155.44,65.0,original
3.68,147.03,52.0,original
3.5,9.49,30.0,original
5.82,17.24,49.0,original
8.57,15.55,53.0,original
10.34,15.97,49.0,original
4.48,24.92,43.0,original
10.43,16.23,58.0,original
1.85,12.24,94.0,original
4.34,34.43,98.0,original
7.54,48.36,87.0,original
3.42,33.05,84.0,original
6.51,20.92,42.0,original
8.24,7.87,38.0,original
6.89,6.39,18.0,original
3.34,8.56,37.0,original
2.48,11.97,46.0,original
4.06,8.63,24.0,original
5.31,12.74,49.0,original
8.82,5.86,61.0,original
8.44,14.76,61.0,original
14.1,12.87,56.0,original
10.73,11.19,62.0,original
10.18,14.33,56.0,original
6.6,15.64,32.0,original
2.92,32.12,67.0,original
14.84,15.37,58.0,original
13.51,11.36,55.0,original
12.62,15.95,46.0,original
14.66,16.63,66.0,original
10.73,11.21,42.0,original
13.47,12.57,58.0,original
13.75,17.2,37.0,original
5.99,44.52,89.0,original
5.9,30.76,78.0,original
8.86,30.44,63.0,original
8.96,15.02,55.0,original
12.14,17.13,63.0,original
11.97,15.86,43.0,original
4.15,15.02,97.0,original
8.6,44.21,90.0,original
8.58,30.97,89.0,original
4.83,51.8,85.0,original
2.68,49.69,97.0,original
6.58,17.18,80.0,original
3.5,11.71,60.0,original
2.86,21.81,26.0,original
7.43,22.67,45.0,original
6.2,5.93,60.0,original
8.2,7.62,39.0,original
9.56,21.97,24.0,original
16.74,16.24,73.0,original
10.91,7.62,67.0,original
24.32,7.55,80.0,original
18.98,29.68,64.0,original
12.77,11.24,82.0,original
7.43,32.34,76.0,original
9.74,15.39,55.0,original
5.42,32.29,51.0,original
6.0,25.67,71.0,original
9.28,31.43,50.0,original
7.34,135.57,69.0,original
8.04,16.19,59.0,original
8.07,16.22,53.0,original
17.02,47.13,45.0,original
15.05,49.18,69.0,original
10.62,51.24,46.0,original
4.85,31.91,55.0,original
18.29,50.73,58.0,original
16.28,15.25,45.0,original
21.09,22.33,58.0,original
9.99,24.78,66.0,original
2.03,8.05,0.0,original
10.7,7.75,0.0,original
13.16,12.4,0.0,original
2.89,2.98,0.0,original
10.21,8.49,0.0,original
9.91,12.87,0.0,original
8.22,17.28,0.0,original
12.47,16.09,0.0,original
21.63,15.89,62.0,original
26.33,12.25,78.0,original
20.33,8.37,80.0,original
27.35,7.74,56.0,original
9.43,12.63,25.0,original
8.51,12.01,36.0,original
2.54,11.52,57.0,original
7.76,7.58,42.0,original
7.38,11.85,46.0,original
15.0,11.78,0.0,original
5.21,2.92,0.0,original
5.99,3.07,0.0,original
5.48,11.97,0.0,original
11.53,12.85,0.0,original
9.45,35.78,27.0,original
11.4,12.54,76.0,original
4.78,154.58,50.0,original
10.56,142.47,23.0,original
4.76,34.82,51.0,original
3.57,34.02,72.0,original
1.93,65.6,75.0,original
7.74,68.91,66.0,original
10.71,12.63,79.0,original
11.06,66.75,59.0,original
6.18,34.74,79.0,original
4.08,123.41,57.0,original
5.59,15.11,59.0,original
8.29,138.83,77.0,original
7.53,24.96,61.0,original
3.7,25.3,78.0,original
3.53,19.52,63.0,original
5.04,12.34,60.0,original
18.08,11.99,65.0,original
7.19,16.14,77.0,original
19.75,8.29,83.0,original
2.25,15.27,88.0,original
7.4,51.04,86.0,original
8.39,33.23,99.0,original
6.78,15.73,89.0,original
4.69,12.4,91.0,original
3.18,11.9,91.0,original
7.4,12.68,91.0,original
4.56,11.47,81.0,original
8.39,30.63,91.0,original
5.39,46.57,80.0,original
1.78,15.66,80.0,original
3.28,16.36,61.0,original
14.45,14.24,35.0,original
10.96,31.3,68.0,original
6.78,12.33,36.0,original
7.8,33.9,43.0,original
13.04,33.53,69.0,original
2.04,33.82,80.0,original
5.39,15.46,91.0,original
4.35,33.54,85.0,original
10.44,12.53,73.0,original
3.28,68.0,86.0,original
5.53,152.89,24.0,original
7.81,35.28,80.0,original
7.82,36.03,30.0,original
8.67,138.16,86.0,original
6.66,15.68,67.0,original
5.7,15.49,49.0,original
3.71,11.16,38.0,original
7.23,11.49,39.0,original
2.06,14.75,50.0,original
10.75,31.61,69.0,original
8.63,17.19,51.0,original
6.22,11.96,64.0,original
5.2,13.19,58.0,original
4.2,14.93,68.0,original
6.42,19.88,54.0,original
5.76,14.27,51.0,original
4.17,12.85,37.0,original
28.47,30.92,50.0,original
8.24,33.32,48.0,original
11.25,29.66,53.0,original
20.67,7.82,74.0,original
6.62,27.54,50.0,original
5.17,26.88,53.0,original
10.9,29.49,84.0,original
9.83,3.74,40.0,original
13.15,12.77,70.0,original
14.15,33.78,70.0,original
7.17,12.87,96.0,original
3.36,34.28,79.0,original
2.45,51.11,94.0,original
8.52,11.77,90.0,original
7.43,30.39,87.0,original
9.44,14.94,49.0,original
9.66,34.95,76.0,original
7.57,34.63,51.0,original
4.78,15.63,71.0,original
5.62,22.75,82.0,original
8.54,24.26,74.0,original
8.17,14.89,61.0,original
7.21,11.71,32.0,original
8.75,11.12,35.0,original
7.7,12.44,67.0,original
11.15,15.63,72.0,original
12.84,33.53,34.0,original
10.49,14.68,47.0,original
4.68,11.06,58.0,original
6.08,16.08,46.0,original
14.49,16.14,35.0,original
11.06,12.62,34.0,original
10.66,15.93,49.0,original
14.8,33.36,55.0,original
12.39,14.13,56.0,original
14.58,32.16,39.0,original
9.11,12.8,68.0,original
12.84,16.09,67.0,original
11.73,34.04,24.0,original
3.86,32.42,31.0,original
5.4,22.68,31.0,original
4.62,23.85,22.0,original
3.86,16.53,44.0,original
7.63,15.96,55.0,original
7.69,29.54,38.0,original
16.67,25.49,59.0,original
21.96,44.91,50.0,original
22.08,46.87,46.0,original
14.54,15.34,61.0,original
11.73,24.69,66.0,original
3.29,29.94,69.0,original
1.64,11.39,69.0,original
4.55,14.77,41.0,original
5.06,68.39,73.0,original
7.25,13.03,36.0,original
10.53,33.01,56.0,original
6.91,31.11,40.0,original
1.58,63.62,22.0,original
6.44,62.86,50.0,original
1.62,15.59,33.0,original
14.52,32.16,44.0,original
3.88,15.16,70.0,original
13.96,33.32,56.0,original
5.64,16.87,67.0,original
8.85,16.69,90.0,original
4.07,49.02,93.0,original
2.18,17.08,90.0,original
7.14,15.11,57.0,original
6.59,14.57,72.0,original
3.84,30.05,59.0,original
13.6,15.49,73.0,original
9.34,11.86,52.0,original
5.26,15.44,50.0,original
2.38,14.78,43.0,original
3.36,146.59,28.0,original
2.27,66.29,51.0,original
4.2,135.68,75.0,original
3.45,17.57,55.0,original
5.72,21.46,61.0,original
1.66,11.71,99.0,original
1.51,16.07,93.0,original
4.05,33.86,89.0,original
4.31,32.17,78.0,original
5.21,47.96,94.0,original
5.16,12.9,80.0,original
4.01,13.83,35.0,original
6.44,11.43,42.0,original
2.2,11.19,63.0,original
7.08,20.18,45.0,original
3.62,12.38,34.0,original
3.51,19.5,54.0,original
14.89,10.05,0.0,original
20.74,35.1,0.0,original
23.38,71.26,0.0,original
10.15,15.61,56.0,original
9.92,32.96,47.0,original
11.21,15.29,71.0,original
9.25,34.06,29.0,original
3.2,24.36,26.0,original
4.6,22.64,45.0,original
7.17,16.1,29.0,original
8.64,32.61,63.0,original
9.24,32.91,70.0,original
4.92,22.45,45.0,original
13.53,46.01,68.0,original
3.85,142.48,73.0,original
9.07,143.61,68.0,original
2.52,33.92,82.0,original
6.34,15.91,73.0,original
4.09,33.05,63.0,original
8.16,44.39,43.0,original
8.84,17.24,61.0,original
4.57,50.33,58.0,original
19.69,31.72,76.0,original
7.99,17.23,49.0,original
15.0,34.51,67.0,original
12.94,25.23,46.0,original
13.66,16.23,59.0,original
5.58,7.82,26.0,original
8.9,20.93,57.0,original
4.35,5.93,31.0,original
5.3,11.3,49.0,original
8.82,8.48,57.0,original
8.08,19.68,33.0,original
7.47,11.93,27.0,original
6.12,19.83,54.0,original
6.99,23.99,56.0,original
5.27,23.5,81.0,original
3.27,16.63,63.0,original
2.9,32.37,70.0,original
3.86,31.62,75.0,original
3.96,138.81,52.0,original
4.94,15.67,58.0,original
7.29,6.07,46.0,original
7.44,22.43,38.0,original
9.91,5.98,48.0,original
9.07,11.91,25.0,original
4.75,20.23,50.0,original
4.48,12.56,21.0,original
5.82,6.16,30.0,original
5.3,12.01,20.0,original
5.38,64.18,62.0,original
1.66,12.97,39.0,original
10.73,68.75,37.0,original
28.14,7.82,66.0,original
3.51,8.41,70.0,original
31.28,26.93,77.0,original
18.76,29.87,70.0,original
32.72,29.93,71.0,original
33.67,25.93,52.0,original
11.61,7.89,59.0,original
9.8,24.38,47.0,original
22.04,15.18,75.0,original
5.62,31.81,75.0,original
5.71,25.35,69.0,original
6.08,32.04,61.0,original
22.53,23.73,48.0,original
11.72,31.32,42.0,original
22.42,29.46,50.0,original
7.0,22.97,64.0,original
8.16,24.86,56.0,original
6.79,15.61,52.0,original
13.21,9.95,30.0,original
11.39,14.74,67.0,original
11.78,30.03,25.0,original
5.9,9.98,63.0,original
9.16,15.92,58.0,original
3.09,12.95,52.0,original
6.21,18.35,68.0,original
4.0,14.78,66.0,original
5.81,17.52,67.0,original
6.24,19.25,56.0,original
5.91,20.23,67.0,original
4.97,19.53,44.0,original
6.34,14.86,66.0,original
8.72,15.24,63.0,original
11.96,30.37,49.0,original
14.33,15.49,40.0,original
12.95,14.84,74.0,original
5.86,11.6,40.0,original
3.71,12.52,31.0,original
7.93,25.42,51.0,original
7.12,15.9,78.0,original
3.14,15.99,51.0,original
7.68,22.49,79.0,original
3.36,137.98,72.0,original
5.42,23.0,52.0,original
7.8,25.9,56.0,original
2.59,136.33,62.0,original
6.31,127.83,59.0,original
9.18,16.98,52.0,original
4.3,136.42,49.0,original
7.05,22.22,51.0,original
5.52,77.32,0.0,original
8.18,36.6,0.0,original
2.17,11.36,53.0,original
6.57,8.25,21.0,original
2.1,5.92,18.0,original
21.53,30.78,60.0,original
11.09,8.34,68.0,original
8.79,8.44,65.0,original
28.73,29.62,61.0,original
9.28,7.53,76.0,original
10.91,14.8,68.0,original
26.07,12.26,60.0,original
9.72,127.5,82.0,original
6.0,15.82,53.0,original
9.46,23.02,68.0,original
4.14,3.01,0.0,original
2.33,15.45,0.0,original
6.47,3.09,0.0,original
8.83,18.02,0.0,original
6.16,25.79,73.0,original
2.58,122.86,54.0,original
8.4,134.28,49.0,original
7.87,15.21,51.0,original
9.48,25.64,69.0,original
7.44,35.09,73.0,original
4.1,22.4,72.0,original
2.69,31.32,55.0,original
4.5,10.44,42.0,original
5.09,32.13,38.0,original
11.24,23.58,40.0,original
2.56,14.86,34.0,original
12.18,31.83,62.0,original
3.08,10.15,60.0,original
7.29,30.25,25.0,original
6.86,12.32,45.0,original
6.96,11.07,36.0,original
3.2,19.83,45.0,original
4.14,20.86,51.0,original
4.68,21.26,56.0,original
6.85,11.64,39.0,original
7.95,11.3,49.0,original
9.65,19.67,51.0,original
8.11,6.36,45.0,original
3.65,11.42,30.0,original
6.62,15.65,66.0,original
18.1,30.56,79.0,original
28.75,7.9,64.0,original
21.84,30.31,55.0,original
23.95,7.72,85.0,original
24.22,16.6,81.0,original
26.5,33.02,80.0,original
2.07,49.98,82.0,original
7.31,31.1,83.0,original
20.4,36.12,0.0,original
5.29,35.22,0.0,original
13.88,9.22,0.0,original
15.57,10.73,0.0,original
8.04,38.24,0.0,original
20.05,9.34,0.0,original
21.16,69.6,0.0,original
11.4,56.14,0.0,original
19.76,10.38,0.0,original
22.95,9.59,0.0,original
18.03,9.7,0.0,original
2.99,49.23,0.0,original
16.2,10.74,0.0,original
17.1,38.88,0.0,original
11.51,141.06,27.0,original
2.23,12.56,55.0,original
6.31,34.61,20.0,original
2.84,138.45,50.0,original
1.56,153.14,61.0,original
6.98,136.93,26.0,original
9.17,11.81,41.0,original
11.29,146.25,72.0,original
6.27,12.81,70.0,original
29.02,34.3,75.0,original
11.5,7.79,56.0,original
26.34,7.49,64.0,original
6.46,30.53,56.0,original
18.37,8.6,64.0,original
8.7,12.02,76.0,original
22.27,30.39,90.0,original
9.36,50.62,53.0,original
5.61,25.12,46.0,original
6.18,16.1,54.0,original
11.7,44.21,58.0,original
11.6,25.02,74.0,original
19.86,51.82,49.0,original
8.36,25.67,76.0,original
9.18,47.74,74.0,original
9.6,24.95,59.0,original
5.45,30.75,75.0,original
4.44,25.87,52.0,original
9.97,17.2,69.0,original
6.06,22.26,51.0,original
7.31,31.62,66.0,original
12.06,31.33,68.0,original
5.95,33.37,46.0,original
20.88,31.44,69.0,original
5.75,15.76,55.0,original
12.01,15.62,70.0,original
7.34,10.48,62.0,original
3.8,15.37,29.0,original
6.84,12.4,58.0,original
6.98,21.24,62.0,original
9.98,22.47,40.0,original
9.34,21.14,49.0,original
8.45,20.82,42.0,original
8.95,12.7,51.0,original
5.02,5.55,42.0,original
5.6,6.04,44.0,original
5.47,14.79,93.0,original
5.91,31.22,81.0,original
7.17,15.72,80.0,original
8.92,16.2,41.0,original
2.54,9.67,69.0,original
11.9,15.42,67.0,original
11.52,24.81,49.0,original
12.27,22.76,63.0,original
11.34,23.71,22.0,original
5.94,17.25,42.0,original
4.28,22.28,61.0,original
4.58,15.51,0.0,original
11.45,3.07,0.0,original
4.2,13.38,0.0,original
8.46,17.1,0.0,original
10.4,3.23,0.0,original
11.09,7.49,0.0,original
14.25,2.83,0.0,original
15.15,2.87,0.0,original
12.49,30.06,44.0,original
9.64,11.86,31.0,original
2.45,11.93,70.0,original
28.61,12.84,62.0,original
20.94,12.79,71.0,original
29.53,33.52,66.0,original
19.15,9.28,0.0,original
15.44,10.54,0.0,original
3.4,55.79,0.0,original
6.21,55.99,0.0,original
17.56,39.53,0.0,original
18.13,9.55,0.0,original
14.98,74.69,0.0,original
15.99,48.75,0.0,original
9.9,37.92,0.0,original
24.13,68.49,0.0,original
5.58,24.34,39.0,original
9.46,25.62,56.0,original
13.29,16.19,39.0,original
5.88,10.09,37.0,original
4.65,29.95,33.0,original
8.42,11.4,41.0,original
7.97,11.43,57.0,original
12.85,30.69,55.0,original
5.74,16.94,34.0,original
5.76,32.26,52.0,original
4.66,33.82,42.0,original
8.52,16.27,40.0,original
2.72,31.59,49.0,original
5.12,34.77,82.0,original
7.58,141.63,82.0,original
5.02,140.62,80.0,original
2.9,63.46,23.0,original
3.2,33.02,56.0,original
13.72,32.02,67.0,original
3.72,15.29,70.0,original
7.04,16.35,63.0,original
13.48,12.38,50.0,original
13.12,13.82,72.0,original
12.25,11.15,42.0,original
5.31,11.94,63.0,original
4.2,16.45,36.0,original
16.96,31.42,49.0,original
6.56,15.91,45.0,original
14.41,45.74,57.0,original
18.27,50.32,74.0,original
9.6,46.08,74.0,original
5.44,29.61,44.0,original
18.39,23.95,50.0,original
2.7,16.97,47.0,original
3.83,20.43,61.0,original
4.17,18.79,37.0,original
6.21,20.36,57.0,original
6.08,11.94,39.0,original
5.18,20.03,39.0,original
2.91,18.32,63.0,original
3.68,16.76,48.0,original
8.25,67.76,71.0,original
10.51,12.14,43.0,original
10.19,136.36,41.0,original
1.96,35.39,27.0,original
5.72,137.96,28.0,original
3.39,11.78,37.0,original
9.99,155.12,22.0,original
11.51,12.3,81.0,original
3.98,140.79,71.0,original
8.02,13.04,57.0,original
9.59,155.14,53.0,original
3.17,12.05,53.0,original
3.13,34.47,75.0,original
7.94,65.88,34.0,original
4.99,142.18,60.0,original
7.9,22.57,57.0,original
9.54,15.39,74.0,original
9.7,15.26,60.0,original
3.32,32.08,68.0,original
16.17,34.49,51.0,original
10.12,16.92,54.0,original
18.37,24.48,43.0,original
13.31,31.5,73.0,original
12.65,33.06,53.0,original
7.26,32.3,62.0,original
6.4,32.65,39.0,original
8.61,14.99,22.0,original
11.44,11.81,69.0,original
4.23,12.42,47.0,original
6.56,35.23,63.0,original
3.89,25.14,77.0,original
6.25,136.35,54.0,original
8.87,15.61,77.0,original
3.08,25.37,65.0,original
5.35,138.04,64.0,original
8.39,24.38,80.0,original
6.94,35.88,61.0,original
2.71,13.36,20.0,original
1.96,12.14,62.0,original
9.9,153.8,52.0,original
6.71,139.03,67.0,original
4.1,31.01,51.0,original
11.57,145.02,60.0,original
4.94,32.16,83.0,original
2.54,11.07,99.0,original
3.93,46.84,79.0,original
8.38,12.38,91.0,original
3.11,12.6,98.0,original
13.78,23.42,56.0,original
10.18,9.64,34.0,original
12.91,16.4,23.0,original
12.13,34.37,57.0,original
8.1,33.27,58.0,original
3.72,15.57,57.0,original
4.38,23.29,60.0,original
2.71,33.45,30.0,original
20.11,39.98,0.0,original
7.84,53.45,0.0,original
3.19,9.97,0.0,original
3.93,70.45,0.0,original
10.13,49.41,0.0,original
13.33,73.91,0.0,original
6.25,34.68,79.0,original
3.56,24.7,77.0,original
5.76,23.29,80.0,original
7.09,22.76,56.0,original
8.22,33.82,60.0,original
3.63,15.25,82.0,original
23.5,66.9,0.0,original
7.27,37.19,0.0,original
16.29,40.31,0.0,original
24.52,10.18,0.0,original
23.35,9.39,0.0,original
9.61,37.59,0.0,original
7.63,67.64,0.0,original
13.82,11.87,61.0,original
7.4,14.74,65.0,original
13.84,17.05,47.0,original
10.53,11.99,42.0,original
7.69,16.28,43.0,original
10.26,13.85,47.0,original
5.23,12.41,57.0,original
3.46,30.35,40.0,original
8.8,48.59,80.0,original
7.61,32.62,91.0,original
2.4,30.16,82.0,original
4.17,15.28,83.0,original
6.14,33.54,79.0,original
3.24,31.47,54.0,original
8.2,25.75,65.0,original
9.94,25.86,79.0,original
2.67,32.6,50.0,original
4.24,14.8,58.0,original
9.83,32.67,22.0,original
7.0,47.24,53.0,original
17.64,14.86,74.0,original
14.61,16.84,61.0,original
21.84,48.17,57.0,original
9.57,11.71,55.0,original
8.35,33.8,38.0,original
2.54,14.39,73.0,original
4.11,12.89,42.0,original
10.0,17.19,67.0,original
12.17,12.88,52.0,original
12.39,14.87,39.0,original
10.84,11.27,33.0,original
5.98,25.53,53.0,original
9.97,140.3,72.0,original
9.9,15.77,73.0,original
5.93,12.55,35.0,original
3.2,14.89,40.0,original
2.96,29.61,67.0,original
2.53,16.79,71.0,original
4.87,14.91,43.0,original
5.53,14.61,38.0,original
6.87,29.85,56.0,original
2.36,16.84,42.0,original
13.62,47.97,0.0,original
5.94,10.12,0.0,original
5.76,11.07,89.0,original
5.37,12.92,93.0,original
2.51,29.62,95.0,original
1.92,11.65,90.0,original
7.16,15.54,94.0,original
2.92,24.0,49.0,original
4.8,140.52,60.0,original
3.91,12.4,29.0,original
4.01,8.41,43.0,original
7.65,11.51,62.0,original
20.49,24.85,43.0,original
10.91,34.21,56.0,original
7.14,11.15,98.0,original
7.33,16.2,78.0,original
3.96,44.53,88.0,original
4.79,11.8,96.0,original
4.92,33.81,57.0,original
7.82,31.09,48.0,original
6.73,17.04,66.0,original
4.18,16.08,49.0,original
5.78,16.58,61.0,original
4.24,141.8,53.0,original
3.06,131.05,77.0,original
2.27,22.01,56.0,original
2.32,21.97,25.0,original
9.23,9.96,37.0,original
12.99,31.69,33.0,original
8.95,23.13,65.0,original
9.84,17.39,0.0,original
15.3,3.16,0.0,original
4.38,11.09,45.0,original
10.75,11.31,52.0,original
14.66,29.54,68.0,original
2.45,16.05,39.0,original
13.03,14.83,45.0,original
9.27,11.62,56.0,original
14.51,16.65,51.0,original
2.63,16.06,81.0,original
7.69,49.85,98.0,original
3.14,33.56,98.0,original
2.38,29.8,98.0,original
2.55,11.45,84.0,original
4.63,16.06,85.0,original
5.41,19.78,68.0,original
2.88,14.75,47.0,original
2.62,14.77,60.0,original
5.12,11.21,40.0,original
3.5,11.41,60.0,original
5.03,20.76,56.0,original
4.53,12.96,47.0,original
2.55,30.51,34.0,original
12.96,23.75,26.0,original
10.81,31.11,31.0,original
7.61,10.59,57.0,original
12.18,15.79,37.0,original
4.12,23.84,61.0,original
10.14,34.09,67.0,original
23.24,8.44,89.0,original
20.96,30.92,87.0,original
19.05,30.6,67.0,original
27.55,31.79,88.0,original
28.8,7.95,81.0,original
26.11,16.56,59.0,original
